fips,PST045213,PST045212,PST040210,PST120213,PST120212,POP010210,AGE135212,AGE295212,AGE775212,SEX255212,RHI125212,RHI225212,RHI325212,RHI425212,RHI525212,RHI625212,RHI725212,RHI825212,POP715212,POP645212,POP815212,EDU635212,EDU685212,VET605212,LFE305212,HSG010212,HSG445212,HSG096212,HSG495212,HSD410212,HSD310212,INC910212,INC110212,PVY020212,BZA010211,BZA110211,BZA115211,NES010211,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
45039,0,23363,23956,0,-2.5,23956,5.4,21.6,16.5,52.2,39.6,58.6,0.3,0.3,0.0,1.2,1.9,38.3,89.7,0.8,1.6,80.1,15.1,2144,27.9,11654,72.8,8.6,92500,9475,2.47,20162,35452,23.2,318,5641,23.9,1317,1148,32.6,0.0,0.0,0.0,0.0,34.1,263153,0,216197,9280,8892,34,686.28,34.9
45041,0,137948,136879,0,0.8,136885,6.6,24.3,14.0,53.1,55.2,41.9,0.4,1.3,0.0,1.1,2.4,53.5,84.7,2.5,3.7,82.5,21.0,9862,21.7,58943,66.4,15.7,112300,51671,2.58,22381,41738,19.9,3105,54280,4.3,9086,10444,19.0,0.0,2.2,0.0,1.1,28.0,2885358,1358686,2237935,16919,250032,238,799.96,171.1
45043,0,60189,60158,0,0.1,60158,5.1,20.7,22.2,52.4,65.0,33.3,0.3,0.6,0.0,0.8,3.0,62.5,89.1,2.8,3.7,84.7,22.9,6113,24.6,33766,78.0,17.8,165700,22361,2.67,24513,42472,20.1,1716,17585,-0.5,5087,6934,9.9,0.0,0.4,0.0,0.0,29.7,1046220,0,702159,11634,136648,230,813.55,73.9
45045,0,467605,451219,0,3.6,451225,6.8,23.9,13.5,51.5,77.1,18.5,0.5,2.1,0.1,1.6,8.5,69.7,83.6,8.0,11.5,85.3,30.9,32645,21.5,197310,67.5,20.2,152100,174224,2.53,26657,48438,15.2,11978,208518,0.9,32693,42400,7.8,0.4,2.2,0.0,3.1,26.4,10821412,11581894,6036638,13999,817772,1993,785.12,574.7
45047,0,69756,69661,0,0.1,69661,6.6,23.4,16.0,53.1,65.5,31.9,0.5,0.9,0.1,1.1,5.7,60.8,84.6,4.2,6.5,79.4,21.8,5095,20.5,30969,67.2,18.2,105100,26288,2.56,21026,37911,20.7,1386,23293,-0.5,3769,5272,13.3,0.0,1.3,0.0,1.6,25.7,2821076,271152,774268,11313,86061,181,454.73,153.2
45049,0,20726,21090,0,-1.7,21090,6.0,23.0,14.8,48.5,44.2,53.7,0.4,0.6,0.0,1.1,3.9,41.5,89.2,1.9,4.0,75.8,11.2,1354,30.4,9088,75.4,5.2,77600,7288,2.69,19223,35713,24.7,370,3559,-1.3,1105,1787,29.8,0.0,0.0,0.0,0.0,27.9,280315,91986,150702,7146,17608,7,559.90,37.7
45051,0,282285,269291,0,4.8,269291,5.5,19.9,18.7,51.3,82.6,13.7,0.6,1.2,0.1,1.8,6.2,77.2,83.9,6.8,8.4,87.3,22.2,27985,21.2,188587,69.6,36.4,164000,113412,2.37,24144,42183,18.0,8048,93009,0.7,20976,28117,4.7,0.5,1.9,0.0,1.5,23.6,894847,907553,4967238,19797,1483780,2308,1133.90,237.5
45053,0,25833,24777,0,4.3,24777,7.0,24.0,13.2,48.3,51.5,46.0,0.6,0.8,0.1,1.0,14.3,38.7,83.3,9.7,16.0,77.8,12.1,1643,27.3,10575,74.1,7.0,93800,8079,2.94,17366,36504,22.4,526,5473,-4.0,1420,1375,26.8,0.0,0.0,0.0,0.0,29.6,76412,145118,400765,18044,32368,208,655.32,37.8
45055,0,62343,61695,0,1.1,61697,6.3,23.9,15.3,51.4,72.4,25.1,0.4,0.6,0.1,1.4,4.1,69.0,86.9,2.9,4.6,83.9,18.6,5747,27.8,27768,78.0,5.2,113600,23950,2.55,22351,44068,16.1,1122,15236,15.6,3822,4840,0.0,0.0,1.6,0.0,0.0,28.0,1419129,0,577695,9883,52193,225,726.56,84.9
45057,0,79089,76652,0,3.2,76652,6.2,22.5,17.3,50.9,74.1,23.6,0.4,0.7,0.1,1.2,4.7,70.0,87.9,3.0,4.8,81.7,18.5,6196,27.5,32702,74.7,6.8,136600,28949,2.59,20899,42107,20.8,1176,14069,8.1,4332,5111,9.3,0.0,1.6,0.0,1.7,23.4,1247597,0,587872,7998,56293,182,549.16,139.6
45059,0,66223,66539,0,-0.5,66537,6.3,22.9,16.0,51.3,72.2,25.7,0.3,0.4,0.1,1.2,4.3,68.6,86.6,2.7,4.4,77.1,14.4,5200,24.2,30604,71.4,6.8,84200,25014,2.57,19636,38829,20.0,938,15866,0.5,3174,3863,12.1,0.0,1.7,0.0,0.0,29.3,1562273,66953,370058,5315,53708,133,713.80,93.2
45061,0,18654,19222,0,-3.0,19220,5.2,21.5,15.1,48.0,34.6,63.9,0.3,0.4,0.0,0.8,2.1,33.2,92.1,1.7,3.4,70.7,8.0,1081,28.0,7723,72.4,5.3,66800,6576,2.64,14675,27755,27.5,215,2061,0.9,891,652,0.0,0.0,0.0,0.0,0.0,17.0,0,49595,154589,7684,10724,8,410.18,46.9
45063,0,270406,262388,0,3.1,262391,6.4,23.9,13.2,51.2,81.3,14.9,0.5,1.6,0.1,1.6,5.7,76.4,85.7,5.0,6.8,88.2,27.9,23202,25.1,116229,74.7,11.8,138900,103377,2.51,26774,53644,12.4,6014,86980,-0.3,17973,22886,5.5,0.4,1.9,0.0,1.5,24.1,3465738,3588391,3666090,15027,434490,1604,698.91,375.4
45065,0,9943,10233,0,-2.8,10233,3.5,13.5,27.4,45.4,48.8,49.7,0.2,0.3,0.1,1.0,1.0,48.1,88.5,1.5,2.1,78.0,18.6,1328,28.3,5461,78.7,4.8,113700,4016,2.19,21313,38385,14.1,89,927,5.3,519,866,28.7,0.0,0.0,0.0,0.0,0.0,0,0,34750,3449,1954,19,359.13,28.5
45067,0,32457,33062,0,-1.8,33062,6.6,23.9,15.8,54.1,41.5,56.1,0.6,0.6,0.0,1.1,2.7,39.7,92.9,2.1,3.1,80.7,12.1,2396,26.5,14875,67.4,8.9,82400,12125,2.70,16783,30562,25.2,500,6148,-5.9,1614,2155,18.4,0.0,1.9,0.0,0.0,22.8,367664,104394,269937,7925,31211,15,489.23,67.6
45069,0,28145,28933,0,-2.7,28933,5.5,21.0,14.4,47.0,42.3,51.0,4.6,0.4,0.0,1.7,3.0,40.2,87.5,1.9,2.9,70.3,9.8,1843,21.7,12008,64.5,10.2,63600,9881,2.57,14466,28612,29.2,346,4618,-6.7,970,877,0.0,0.0,0.0,0.0,0.0,15.8,989848,0,158984,5499,13417,9,479.67,60.3
45071,0,37576,37508,0,0.2,37508,6.3,22.6,16.8,51.1,65.8,31.3,0.8,0.5,0.3,1.3,7.6,60.3,86.6,5.6,8.0,76.0,19.0,2764,24.5,17927,72.3,6.8,101900,14176,2.56,21900,42005,16.7,709,11457,-19.1,1842,2650,0.0,0.0,0.0,0.0,0.0,23.6,1277465,0,369861,9707,30350,78,630.04,59.5
45073,0,74627,74275,0,0.5,74273,5.5,20.6,20.4,50.6,89.7,7.7,0.3,0.8,0.0,1.5,4.6,85.6,83.0,3.2,4.9,82.5,21.6,7916,24.0,38886,74.7,9.0,133800,30300,2.42,24282,41854,19.2,1443,19174,3.6,4451,6027,2.6,0.0,0.0,0.0,1.2,27.6,1546420,0,743455,10518,62807,177,626.33,118.6
45075,0,91476,92494,0,-1.1,92501,6.6,22.9,15.9,53.0,35.0,62.3,0.6,0.9,0.0,1.2,2.0,33.7,89.7,2.1,3.2,78.9,17.8,6375,23.5,42339,68.3,8.8,83700,34590,2.56,18289,33661,24.5,1693,25845,-4.5,4903,6302,35.2,0.0,1.3,0.0,0.5,34.1,2597882,405655,1007038,11113,152207,74,1106.10,83.6
45077,0,119670,119226,0,0.4,119224,5.1,19.9,14.3,50.2,89.8,6.9,0.3,1.7,0.0,1.4,3.3,86.8,80.5,3.7,5.1,82.3,23.0,8889,23.4,51379,70.2,16.4,124000,44227,2.51,20878,41947,18.4,2034,25403,4.7,7099,8715,4.9,0.8,1.8,0.0,0.8,27.3,1459950,253217,1153530,9935,142900,272,496.41,240.2
45079,0,393830,384507,0,2.4,384504,6.2,22.5,10.5,51.4,48.3,46.8,0.4,2.4,0.1,2.0,5.0,44.6,77.8,5.2,7.6,89.6,36.2,33874,21.0,163857,60.6,28.0,150800,143212,2.48,26149,48420,16.4,8728,152564,-4.1,24420,27370,23.1,0.6,2.7,0.0,1.2,27.5,6109796,3150652,4367658,12127,733609,1812,757.07,507.9
45081,0,19893,19875,0,0.1,19875,6.6,22.7,17.4,49.6,69.9,26.3,1.4,0.2,1.0,1.1,14.8,58.1,89.5,8.3,14.0,77.7,12.8,1388,27.4,9276,73.9,2.7,100700,6854,2.84,19614,39541,18.1,254,3732,3.7,976,1186,13.2,0.0,0.0,0.0,0.0,21.6,0,0,73369,3870,4310,31,452.78,43.9
45083,0,288745,284307,0,1.6,284307,6.5,24.0,14.3,51.5,74.9,20.9,0.4,2.2,0.0,1.5,6.1,69.5,85.0,6.0,8.8,81.0,20.9,22142,22.0,123141,69.5,14.2,119600,106821,2.59,22019,43421,17.0,6142,110969,2.4,17487,21534,7.1,0.6,2.0,0.0,2.3,25.6,11731761,5481960,3638406,13148,411477,727,807.93,351.9
45085,0,108052,107456,0,0.6,107456,7.1,25.0,13.7,51.8,49.4,47.0,0.4,1.2,0.1,1.8,3.6,46.7,88.2,3.6,4.8,82.3,18.5,12126,21.5,46452,66.5,13.4,105400,39347,2.65,20005,40726,18.2,1784,28937,4.8,6020,7092,23.5,0.4,3.2,0.0,1.9,30.4,1921957,0,1021525,9801,109382,299,665.07,161.6
45087,0,28252,28961,0,-2.4,28961,5.6,22.2,17.8,52.5,66.7,31.4,0.2,0.3,0.0,1.3,1.1,65.9,87.4,0.6,1.7,76.8,12.3,2013,26.5,14076,72.6,8.2,74800,11831,2.40,18662,32459,21.5,484,6740,7.7,1131,1681,17.7,0.0,0.0,0.0,0.0,31.1,488385,0,192164,6936,18534,16,514.17,56.3
45089,0,33620,34423,0,-2.3,34423,5.8,22.5,16.2,51.4,32.9,65.6,0.4,0.4,0.0,0.8,2.1,31.4,92.6,1.1,2.4,77.1,12.3,2122,27.7,15277,73.6,6.4,66500,11341,2.86,14741,25174,29.9,515,6693,2.8,1778,1921,36.5,0.0,0.0,0.0,0.0,30.7,1398099,102507,224573,6367,12820,24,934.16,36.8
45091,0,234635,226073,0,3.8,226073,6.6,25.1,12.2,51.8,76.3,19.3,0.8,1.7,0.1,1.8,4.7,72.3,85.1,4.5,6.4,87.0,27.8,17049,24.5,96250,71.8,16.0,160900,85805,2.59,26350,52571,13.2,4399,65807,2.5,14552,16798,8.7,0.0,1.3,0.0,1.4,29.2,3621151,2150074,2172656,10315,285831,1363,680.60,332.2
46000,844877,834047,814180,3.8,2.4,814180,7.1,24.5,14.7,49.8,86.2,1.7,8.9,1.1,0.1,2.1,3.1,83.8,83.9,2.6,6.7,90.1,26.0,69787,16.8,368175,68.6,18.6,129800,320467,2.44,25570,49091,13.8,25494,326749,-0.7,61356,76997,0.3,2.2,0.6,0.0,0.8,22.2,13051128,11400476,12266218,15390,1622751,4178,75811.00,10.7
46003,0,2742,2710,0,1.2,2710,6.7,26.5,20.0,48.4,96.2,0.6,1.7,0.7,0.0,0.7,4.3,92.2,93.1,3.2,6.4,86.7,14.5,223,19.1,1329,79.6,4.0,70200,1058,2.47,21777,46071,8.3,89,572,-11.2,230,273,0.0,0.0,0.0,0.0,0.0,0.0,0,19196,38083,13292,0,10,708.43,3.8
46005,0,17753,17398,0,2.0,17398,7.8,24.5,17.0,49.5,90.5,1.5,1.3,5.0,0.1,1.5,8.1,83.6,83.8,7.6,11.3,84.0,20.3,1501,12.5,8356,66.8,21.0,87700,7296,2.30,25845,43778,12.7,572,6970,-0.1,1073,1804,0.0,0.0,0.0,0.0,0.0,0.0,298554,0,245785,15595,20755,38,1258.71,13.8
46007,0,3436,3431,0,0.1,3431,9.6,33.2,11.7,50.9,33.8,0.3,60.4,0.6,0.1,4.9,2.9,32.8,88.8,0.6,21.2,79.1,16.6,214,18.1,1261,56.4,10.0,56300,1106,3.04,16233,36429,36.5,67,657,5.8,172,253,0.0,10.7,0.0,0.0,0.0,18.2,0,0,23956,7031,1821,0,1184.71,2.9
46009,0,7029,7067,0,-0.5,7070,4.5,19.2,19.6,42.2,89.8,1.2,7.2,0.3,0.0,1.5,2.0,88.2,85.5,1.3,7.7,87.2,17.8,668,17.7,2934,80.7,10.5,70700,2523,2.28,20086,41139,12.2,174,1353,-6.8,490,803,0.0,0.0,0.0,0.0,0.0,0.0,0,43151,40723,5807,2284,10,563.70,12.5
46011,0,32629,31965,0,2.1,31965,5.9,18.7,10.0,48.7,93.4,1.2,1.2,2.8,0.1,1.3,2.2,91.6,68.0,4.1,6.1,92.9,39.2,2106,13.9,13405,58.9,29.4,144900,11660,2.42,22955,47093,18.0,854,12939,-7.3,1965,2269,0.0,0.0,0.0,0.0,0.0,26.2,2265746,0,338220,11458,53179,292,792.21,40.3
46013,0,37331,36531,0,2.2,36531,6.8,23.0,15.9,51.0,92.8,1.1,3.2,1.2,0.1,1.6,1.8,91.3,85.7,1.9,4.5,91.6,26.1,2440,13.3,17032,70.8,23.4,132500,15325,2.28,25829,49504,9.6,1320,17971,0.9,2692,3130,0.0,0.0,0.0,0.0,0.0,19.0,0,1471626,692230,19735,74059,324,1712.98,21.3
46015,0,5293,5255,0,0.7,5255,6.8,25.0,17.1,51.1,88.2,0.5,8.4,0.2,0.1,2.6,1.8,86.9,87.8,0.0,5.0,88.4,21.4,522,16.8,2432,69.4,18.4,89400,2096,2.23,21991,46107,13.0,209,1783,-3.8,482,559,0.0,0.0,0.0,0.0,0.0,29.9,0,46815,78462,15191,9870,25,817.24,6.4
46017,0,2020,1912,0,5.6,1912,13.3,41.1,7.5,50.5,17.2,0.4,80.5,0.0,0.0,1.7,2.4,17.2,92.3,0.5,4.6,76.5,8.9,124,15.8,609,40.6,8.4,61900,566,3.44,12953,30439,33.3,10,153,4.1,31,91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,471.38,4.1
46019,0,10228,10110,0,1.2,10110,6.7,24.2,17.0,49.8,94.7,0.5,1.8,0.3,0.1,2.5,3.0,92.3,81.3,0.8,3.1,87.6,17.6,1088,21.1,4650,74.3,8.5,116100,4013,2.49,21639,38980,13.6,298,2180,7.4,855,949,0.0,0.0,0.0,0.0,4.6,18.0,0,29091,108937,11491,8544,28,2249.90,4.5
46021,0,1396,1466,0,-4.8,1466,3.6,17.3,25.6,47.9,98.2,0.4,0.5,0.5,0.0,0.4,1.0,97.4,87.2,1.2,8.2,85.2,18.2,148,16.5,980,82.4,4.7,45100,652,2.14,24222,36563,13.2,52,255,0.0,141,173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3906,2810,0,0,733.68,2.0
46023,0,9216,9129,0,1.0,9129,8.7,29.5,17.7,50.5,64.6,0.4,31.9,0.2,0.0,2.9,2.2,63.8,82.7,0.4,8.2,85.2,16.1,709,12.1,3846,71.1,8.5,71500,3193,2.75,18555,38475,24.5,280,2336,1.0,662,0,0.0,0.0,0.0,0.0,0.0,0.0,0,73074,82107,9164,18219,4,1097.49,8.3
46025,0,3585,3691,0,-2.9,3691,7.4,22.8,21.7,49.1,98.5,0.4,0.1,0.1,0.0,0.8,2.0,96.8,88.4,1.5,2.9,88.9,18.6,300,19.9,1758,79.3,10.0,62800,1368,2.49,27346,48438,15.1,108,566,-3.1,280,345,0.0,0.0,0.0,0.0,0.0,0.0,0,64319,21034,6006,1599,27,957.60,3.9
46027,0,14131,13864,0,1.9,13864,5.9,18.8,10.5,50.9,90.9,1.8,3.2,2.0,0.1,2.0,2.4,89.0,66.0,2.4,6.5,95.4,41.3,978,16.7,5704,55.8,30.6,131900,5142,2.23,20262,38377,25.3,314,3564,2.1,872,811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,140095,10410,19325,70,412.19,33.6
46029,0,27606,27227,0,1.4,27227,7.2,24.4,15.0,49.9,95.3,0.7,2.0,0.6,0.0,1.3,1.7,93.9,86.3,1.1,3.0,91.2,23.5,2276,14.5,12517,71.6,17.2,133200,11593,2.31,25389,46383,11.8,1092,13751,2.5,2063,2952,0.0,0.0,0.0,0.0,0.0,24.9,0,344014,560668,21311,75569,108,688.50,39.5
46031,0,4077,4050,0,0.7,4050,8.8,33.9,10.9,48.9,31.0,0.2,65.8,0.3,0.0,2.7,3.2,30.5,86.9,0.4,16.6,82.4,13.5,311,21.0,1537,55.1,7.3,46400,1164,3.47,15166,29451,41.7,37,179,-10.1,158,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10591,2536,94,0,2469.69,1.6
46033,0,8339,8216,0,1.5,8216,4.5,19.2,23.2,49.6,93.6,0.6,3.3,0.5,0.0,2.0,2.4,91.6,88.1,0.7,3.0,93.5,28.3,1262,27.1,4704,77.1,5.6,167700,3602,2.17,25396,46984,10.6,269,1276,-2.1,871,1225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,51478,6529,27837,69,1557.00,5.3
46035,0,19769,19504,0,1.4,19504,6.6,23.1,17.1,50.2,94.3,0.9,2.8,0.5,0.1,1.4,2.0,92.7,81.0,1.5,3.3,90.1,26.0,1620,14.2,8927,64.5,23.5,118900,8395,2.22,25021,47493,12.2,737,11269,-1.4,1416,1854,0.0,0.0,0.0,0.0,0.0,20.6,0,406961,436178,22997,45636,66,435.56,44.8
46037,0,5613,5710,0,-1.7,5710,5.8,21.3,23.7,49.4,88.6,0.5,8.9,0.3,0.0,1.7,1.5,87.4,86.7,0.8,5.1,87.1,14.8,671,16.2,3650,71.3,9.8,71200,2462,2.24,20947,40095,21.9,173,1520,1.1,497,600,0.0,0.0,0.0,0.0,0.0,14.8,0,97126,50954,9023,4297,22,1027.87,5.6
46039,0,4380,4364,0,0.4,4364,5.9,23.0,20.0,48.2,97.8,0.9,0.4,0.2,0.0,0.8,2.6,95.2,91.5,1.6,3.8,86.4,19.9,488,18.7,2206,84.0,9.0,92300,1796,2.41,26737,47302,5.1,132,1494,-9.6,399,598,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36353,8651,2459,11,622.69,7.0
46041,0,5538,5301,0,4.5,5301,10.2,34.6,9.8,51.2,22.1,0.2,73.8,0.2,0.0,3.7,2.2,21.7,87.6,0.2,11.3,82.1,14.3,334,12.7,1999,56.9,7.2,55200,1734,3.04,15811,34797,30.3,105,789,5.6,264,489,0.0,0.0,0.0,0.0,0.0,0.0,0,12458,23806,3976,0,2,2302.49,2.3
46043,0,2970,3002,0,-1.1,3002,5.5,22.2,24.4,49.8,96.2,0.4,2.3,0.2,0.0,0.9,1.3,95.4,89.3,0.9,8.5,78.9,15.9,272,13.4,1435,78.1,6.9,69000,1247,2.32,26756,48836,10.8,104,869,-3.6,260,356,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22468,7384,0,6,431.80,7.0
46045,0,4026,4071,0,-1.1,4071,5.6,23.7,21.5,49.8,98.1,0.2,0.5,0.2,0.0,1.0,1.6,96.6,90.9,0.7,8.6,88.0,24.0,304,16.8,1990,78.8,7.0,83800,1586,2.35,26173,51379,11.1,124,857,2.5,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0,196273,39685,10049,1855,18,1125.96,3.6
46047,0,6971,7094,0,-1.7,7094,3.4,17.0,24.5,49.0,88.8,1.1,6.7,0.6,0.0,2.7,2.9,86.6,82.1,1.7,2.8,90.1,21.6,1198,16.5,4181,69.0,15.8,88000,3110,2.12,24073,33703,18.2,224,2188,2.1,586,824,0.0,0.0,0.0,0.0,0.0,0.0,0,3625,68727,9531,9964,0,1739.92,4.1
46049,0,2377,2364,0,0.5,2364,5.9,23.1,23.3,49.5,98.6,0.2,0.1,0.3,0.0,0.8,0.7,97.9,90.0,0.9,4.0,88.6,13.7,189,14.5,1135,78.7,9.5,59000,941,2.33,22394,39714,13.6,68,418,2.5,198,0,0.0,0.0,0.0,0.0,0.0,0.0,0,72694,20325,8918,0,15,981.75,2.4
46051,0,7259,7356,0,-1.3,7356,5.5,22.2,19.6,49.1,97.4,0.4,0.8,0.4,0.0,0.9,2.5,95.2,86.0,1.9,7.8,85.3,15.4,560,16.8,3528,76.3,15.5,104300,3160,2.23,24877,46273,13.8,285,3186,-2.1,586,687,0.0,0.0,0.0,0.0,0.0,14.4,634219,122789,99804,13951,9143,11,681.46,10.8
46053,0,4265,4271,0,-0.1,4271,5.9,22.3,24.0,49.6,89.6,0.3,7.4,0.4,0.2,2.1,1.2,88.9,87.8,0.6,3.5,86.3,15.8,476,15.1,2504,75.1,8.4,56300,1955,2.14,22282,36447,17.0,178,1072,-3.1,480,690,0.0,0.0,0.0,0.0,0.0,0.0,0,27257,52969,13072,2836,5,1014.96,4.2
46055,0,1939,1937,0,0.1,1937,6.4,22.8,21.8,49.5,93.2,0.8,2.1,1.0,0.1,2.8,0.8,92.6,97.4,0.3,5.4,93.4,22.7,163,13.2,1011,79.4,5.1,80300,782,2.29,29429,48571,12.4,85,597,-9.8,211,347,0.0,0.0,0.0,0.0,0.0,0.0,0,54565,23945,13207,0,1,1810.53,1.1
46057,0,5918,5903,0,0.3,5903,9.0,29.9,17.1,49.7,98.2,0.5,0.4,0.2,0.0,0.6,2.5,95.8,88.7,1.9,4.8,87.9,17.3,437,20.2,2792,78.9,6.4,105300,2049,2.76,24345,50473,9.4,157,966,-3.9,408,319,0.0,0.0,0.0,0.0,0.0,30.1,0,80702,49099,8750,2329,32,507.23,11.6
46059,0,3388,3431,0,-1.3,3431,5.6,20.8,25.5,50.0,98.3,0.1,0.4,0.3,0.1,0.8,0.8,97.6,92.6,1.9,2.3,88.3,17.9,316,14.5,1810,72.4,8.2,85200,1475,2.26,23921,45399,12.9,120,958,-8.0,318,416,0.0,0.0,0.0,0.0,0.0,0.0,0,76507,30290,9283,2747,9,1436.61,2.4
46061,0,3377,3331,0,1.4,3331,8.8,31.8,13.8,49.0,98.3,0.2,0.5,0.4,0.1,0.5,0.6,97.7,92.0,0.2,11.2,88.0,22.2,291,18.4,1176,83.9,3.0,92900,1051,3.01,21641,53860,16.1,59,241,-4.7,292,268,0.0,0.0,0.0,0.0,0.0,23.5,0,0,5967,1665,403,0,434.51,7.7
46063,0,1316,1255,0,4.9,1255,6.5,22.7,15.2,46.9,96.3,0.4,1.7,0.1,0.0,1.6,1.9,94.8,90.2,1.7,4.7,92.1,32.9,65,16.4,728,75.8,2.7,68900,530,2.45,23299,48036,14.5,38,339,0.0,149,318,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8696,7458,868,3,2671.38,0.5
46065,0,17450,17022,0,2.5,17022,6.8,23.2,14.1,51.3,85.2,1.4,10.4,0.6,0.0,2.3,2.7,83.5,81.1,1.4,5.9,93.0,34.4,1318,11.5,7690,70.2,22.3,151700,7048,2.30,30208,59117,10.3,675,6313,-1.3,1464,1919,0.0,0.0,0.0,0.0,0.0,22.7,0,250062,262349,15487,35077,97,741.56,23.0
46067,0,7187,7343,0,-2.1,7343,6.1,24.0,24.2,50.9,97.2,0.6,1.0,0.3,0.0,0.8,1.7,95.8,89.3,1.0,9.9,83.1,25.0,560,17.8,3345,80.5,8.7,71800,2930,2.30,24387,44153,13.6,238,2069,-4.0,555,935,0.0,0.0,0.0,0.0,0.0,0.0,0,321451,74049,10158,3903,16,812.90,9.0
46069,0,1437,1420,0,1.2,1420,5.4,22.5,22.4,48.9,89.3,0.4,8.0,0.3,0.1,1.9,1.3,88.7,91.5,0.4,1.3,86.0,17.3,137,11.4,705,79.2,4.0,59600,566,2.48,24076,46694,9.9,41,522,1.6,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37513,26123,0,0,860.52,1.7
46071,0,3191,3031,0,5.3,3031,9.9,32.5,13.3,48.9,42.9,0.5,51.6,0.1,0.0,4.9,1.8,42.5,95.7,0.7,18.0,88.2,15.2,210,14.1,1191,62.8,9.8,55900,1032,2.92,17099,43967,25.3,43,265,-5.4,182,460,0.0,0.0,0.0,0.0,0.0,24.6,0,0,29109,10601,1879,0,1863.91,1.6
46073,0,2047,2071,0,-1.2,2071,7.1,21.9,24.8,50.4,98.2,0.2,0.3,0.2,0.1,0.9,5.1,93.3,85.8,2.8,4.5,83.9,15.1,192,13.4,1072,70.3,7.5,63900,895,2.24,25739,45587,11.0,77,0,0.0,154,166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20503,10466,0,2,526.23,3.9
46075,0,1013,1006,0,0.7,1006,6.8,22.8,21.9,51.1,93.3,0.4,2.9,0.1,0.2,3.2,1.8,91.6,90.2,0.9,3.1,91.4,14.1,97,13.4,595,71.1,6.9,73800,436,2.49,23877,44531,12.7,55,320,2.2,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23030,22144,3740,8,969.68,1.0
46077,0,5220,5148,0,1.4,5148,6.7,22.8,20.7,49.0,97.4,0.5,0.6,0.4,0.0,1.1,2.3,95.2,90.0,2.0,4.6,89.8,21.0,508,19.5,2723,76.3,11.4,77400,2319,2.15,26769,50060,9.5,167,1291,0.4,508,560,0.0,0.0,0.0,0.0,0.0,0.0,0,103288,34146,6414,3711,13,832.24,6.2
46079,0,11771,11200,0,5.1,11200,5.6,20.4,18.1,48.7,96.3,0.9,0.8,0.7,0.0,1.3,2.1,94.5,83.0,2.1,3.3,91.3,28.2,1006,17.1,5572,71.2,15.6,111400,4594,2.30,25232,46071,13.7,348,3451,0.8,910,1086,0.0,0.0,0.0,0.0,0.0,0.0,342933,225004,134741,11723,14312,34,563.28,19.9
46081,0,24397,24097,0,1.2,24097,5.3,18.8,17.1,50.2,94.1,0.9,2.2,0.7,0.1,2.0,3.1,91.5,83.5,2.2,4.8,93.2,30.3,2534,18.7,12998,65.0,20.7,166700,10743,2.11,27275,43733,13.9,992,9533,-6.6,2249,2633,0.0,1.6,0.0,0.0,0.0,20.3,0,0,435072,18679,221659,205,800.04,30.1
46083,0,48296,44828,0,7.7,44828,8.9,29.1,9.4,50.5,95.8,1.0,0.6,1.1,0.0,1.4,1.6,94.3,85.9,2.1,3.6,95.5,38.4,2712,18.8,18387,76.9,17.9,181900,16849,2.65,35386,73340,5.0,1124,11271,2.9,4012,4347,0.0,0.0,0.0,0.0,0.0,24.1,0,337755,444437,11773,27621,101,577.28,77.7
46085,0,3789,3755,0,0.9,3755,7.6,28.9,14.9,47.6,57.7,0.3,39.1,0.3,0.0,2.6,1.2,57.4,90.9,1.2,5.7,86.7,21.6,362,14.1,1709,62.8,7.8,68800,1397,2.67,19659,46339,17.2,72,766,4.1,236,579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69000,17779,15937,7,1641.94,2.3
46087,0,5610,5618,0,-0.1,5618,7.0,25.3,19.1,49.7,98.0,0.4,0.6,0.2,0.1,0.7,2.4,95.9,87.5,1.5,2.1,92.6,21.0,539,23.0,2491,79.9,8.4,92900,2203,2.45,27950,47392,7.8,180,871,-2.2,445,581,0.0,0.0,0.0,0.0,0.0,0.0,0,41391,43532,7604,3412,10,574.20,9.8
46089,0,2439,2459,0,-0.8,2459,4.9,21.0,29.6,50.7,98.4,0.2,0.1,0.5,0.1,0.8,1.0,97.4,93.8,0.5,17.6,75.5,18.0,211,16.2,1418,77.5,9.5,55300,1059,2.17,21987,36314,18.0,77,343,-5.0,203,362,0.0,0.0,0.0,0.0,0.0,13.3,0,0,15698,6307,0,11,1136.64,2.2
