fips,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"72097",0,0,0,2738.167,5121.833,605.1667,5393.833,292.5667,577.1667,1779.5,717,361.4,20.8,3838.667,583.3333,3221.333,37,2482,543.6667,4838.5
"72099",204.8333,0,0,638.5,1457.833,26,419.3333,19.86667,0,109,23.5,26.8,0,16,27.2,519,2.5,89.83334,41.66667,345.3333
"72101",0,0,0,181.1667,945.8333,0,280.5,6.933334,5,4.5,0,2.2,0,3.4,0,86.33334,0,31,45.5,408.5
"72103",87,0,0,717.1667,393.8333,0,148.8333,10.66667,0,18.2,6.8,9,0,10.4,0,22.66667,0,84.66666,16.6,342.5
"72105",81.16666,0,0,827.8333,144.3333,9.2,479.3333,24.96667,0,33,11.2,15.4,0,23.4,0,0,0,0,30.16667,476.4
"72107",176.6667,0,0,177.6667,229.1667,10.2,176.8333,6.433334,0,21.2,23.4,3,0,0,0,55.5,0,0,13.6,353.6667
"72109",15.8,0,0,30.33333,254.5,0,296.3333,6.333333,0,0,0,0,0,0,0,150.6667,0,112.6667,9.6,348.5
"72111",0,0,0,1071.833,168.3333,2.2,164.1667,121.6667,0,0,0,4.6,0,104.6,0,0,0,9.6,42.83333,339.0833
"72113",334.6,75.2,0,4121,5880.833,280.2,6947,1150.167,519.5,884.5,841.1667,883.6667,1230.667,3315.833,2239,6156.667,167.8333,2838,741.1667,7196.5
"72115",166,0,0,133.5,283.5,.8,302.5,12.8,0,50.4,2.8,12.4,0,5.4,0,39.33333,0,0,16.2,278.8333
"72117",17.8,0,0,120.6,208.5,0,185.1667,6.833333,0,46.6,10.4,0,0,0,0,33.6,0,214.8333,6.4,223.1667
"72119",41.16667,0,0,181.1667,963,33.4,958.3333,112.7,0,77.5,75.33334,11.2,0,27.8,17.4,195.2,90.33334,1488,63,742.1667
"72121",0,0,0,119,1095.167,24,273.3333,11.16667,0,65.8,16.2,10,0,3.2,50.8,106.8,0,33.16667,41.16667,262
"72123",0,0,0,80.66666,523,6,612.6667,22.03333,0,13.4,2.4,21.6,0,3.6,0,0,51.33333,369.1667,31.16667,914.8333
"72125",26.6,5.8,0,611.8333,2393.667,35.5,791.3333,17.5,45.8,98.16667,52,59.2,0,20.4,0,0,0,0,30.6,1027.233
"72127",0,0,4147.867,21884.17,6772.333,12477.33,32899,4077.833,8421.833,18367.83,6902,14569.83,8215.667,25245.33,20076.33,21605.33,1421.167,21368.33,7973.5,67842.5
"72129",25.8,13.6,0,278.3333,1768,11.2,564.1667,19.16667,0,15,1.6,19.6,0,24,48.2,193.2,1,40.2,13.33333,402.6667
"72131",560.3333,0,0,367.6667,559,68.2,883.8333,29,18,164,36.83333,58,0,11.2,31.8,176.8,2.2,109.6,61.16667,513.6667
"72133",508.6,0,0,0,1496.167,0,323.6667,7.833333,0,0,0,37.8,0,0,0,24.66667,0,97,2.6,296.3333
"72135",0,0,0,291.3333,497.8333,53,484.8333,37.56667,1,10.8,0,34.2,0,47.2,0,0,0,0,27.4,470.6
"72137",0,0,0,1178.5,2613.667,1505.333,1748.5,141.8,41.83333,152.1667,189.3333,114.5,0,614.5,178,325.8333,33.5,519.3333,339.8333,735.6666
"72139",0,0,0,1515,664.8333,246.8333,1355.667,64.5,32.6,78.16666,260.1667,121,0,275,100.5,3146.167,7.6,356.2,304.8333,731.5
"72141",317.3333,0,0,76.83334,223,7.2,397.8333,15.83333,33.4,19.06667,9,29.66667,0,4.4,12,95,0,0,87.66666,1075.333
"72143",0,0,0,414.8333,676.6667,49.2,764.6667,20.66667,28.2,144.3333,67.83334,6,0,52.8,0,0,0,0,46.16667,452.1667
"72145",0,0,0,625,3394,90.2,1480.333,63.93333,22.83333,106.6667,41.66667,271.8,0,52.6,143.3333,512,5.4,503,88.5,610.8333
"72147",0,0,0,52.2,17.66667,0,104.3333,5.666667,0,15.8,14.8,1.4,0,2.2,0,0,0,115,8,285.8333
"72149",0,0,0,128,189.5,0,179.3333,7.833333,0,46,10.2,0,0,0,0,92,0,57.33333,11.6,369.5
"72151",0,0,0,206.3333,909.6667,0,367.3333,24.8,0,29,0,12.2,0,.6,0,0,0,0,38.66667,500.8333
"72153",451.5,0,0,199.1667,526.6667,43.8,1414.5,36.83333,0,154.8333,100.6667,37.83333,0,166.5,0,0,0,122,13.6,705.6666
"72999",0,0,0,542.6,0,422.2,1090.8,233,51.6,125,83.2,211.6,0,570.6,63.4,108.8,40.86667,121.8,48,101.4
"78000",0,0,41.6,2432.167,2125.667,581.4,6078,1679.833,776.5,1250.667,1005.667,1086.5,542.3333,1614.667,852.1667,1170.833,767.6667,6323.333,2296.833,6417
"78010",0,0,6.5,1123.833,1786.667,0,1583.833,212.2667,0,249.2667,74.2,423.4,42.8,592.5,462.6667,518.5,283,1067,1709.167,2761.167
"78020",0,0,0,74.66666,0,0,270,41.86667,0,0,26.6,13.6,0,25.66667,46.33333,35.33333,9.2,524.8,14.83333,29
"78030",0,0,37,786.3333,0,353.2,4224.167,982.3334,191.8333,698.1667,506.5,460.6,413,996.6667,343.6667,617.3333,100,1459.8,184.3333,3546.167
"78999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.3333
"C1018",368,1100.167,239.8,2713,3185.167,2455.333,7973.5,729.8,0,2154.667,881.5,734.6667,188.1667,1234,0,0,0,0,2186,0
"C1038",1409.5,92.2,0,2889.4,9788,359.6667,6399.5,806.3333,182,688.3333,320,101.8333,0,720.5,540,2083,52.8,1543.6,245.3333,0
"C1042",354,423.3333,436.6,13445,52663.5,15725.17,38920.5,1865.4,4920.5,10157.33,3656.167,11967,9439,18673.67,3822.667,37186.83,5250.833,25521.67,10287.67,0
"C1050",0,0,91.8,604,2991,1026.4,8049.8,2166,159.3333,492.1667,692.6667,808.6667,123.4,2066.8,321.2,5301,71.16666,2166.167,1632.2,0
"C1058",560.8333,296.6667,535.1667,16762.33,24738,7889.667,48721,5001.833,11182.67,19502.5,5353.833,24805.67,0,0,0,0,4170.833,26105.33,15587.67,0
"C1074",101.2,34.2,430.3333,24879.17,24759.83,4497.667,42338.67,7682.833,6825.833,7750.4,3122.6,16831.6,756.8,4596.5,610.8,7450,595.4,6253.4,3201.667,0
"C1078",120.5,8.333333,274.6667,4129,3760.833,871.3333,7665.333,912.1667,403.2,1437.6,566.6,1686.2,554.8333,2112.4,401.1667,10152.67,296.6667,840,1197.667,0
"C1090",438.8333,396.1667,2892.4,14127.83,50983.5,10647.4,39876.17,11075.67,8001.333,12853.83,3516.833,6482,0,3680.6,7548.167,43673,5202,22424.67,10980.67,0
"C1102",0,0,134.1667,2610.667,8978.333,2863,8494.333,2341.833,1195.167,1452.333,407.5,2049.5,667.1667,1811.333,403.6667,9116.833,773.5,4541.833,1943.833,0
"C1110",316.8333,358.6,499.3333,3635.667,9411.2,3644.667,13637.5,1201,468.2,2645.667,726.3333,988,383.8333,1044.667,315,7890.8,427.8,4957.5,2134.2,0
"C1118",0,0,41.6,1960.667,3750.667,944,5014.833,340.2,779,876.6667,371.6667,1281.5,311.5,1705.333,185.6667,2956.167,328.1667,4102.333,894.1667,0
"C1126",202.4,2552.8,95.8,9788.667,1990.833,910.8,19827.5,10719.5,5031.167,5400.5,2761.333,6810,1340.2,7092.667,1433.667,16860.17,1926.833,13996.33,5264,0
"C1130",0,0,5.6,1648.833,8447.333,260.4,5933.333,1421,602.8333,1372.5,529.5,1010.833,210.5,1346.333,612.8333,6171.167,865.6667,4105.167,1465.333,0
"C1134",87,30.6,311.6667,3186.167,15850.17,1889.167,8882.167,1156,488.3333,1171,437.3333,1052.833,50.16667,2598,512.1667,4040.167,617,5981.167,1286.333,0
"C1146",213.8333,66.16666,533.6667,5945.667,25083.83,4276.167,18534.33,2301.5,4406,3174.167,2419.5,15010.67,2523,9909.5,1474,19388,1881.167,11357,4198.333,0
"C1150",0,0,305.4,1433.333,8727,2101.833,5865.833,983.2,776.5,983.3333,427.3333,1373.833,66.66666,2637,406.3333,3906.833,194.8333,4358,1035,0
"C1154",558.8333,471.8,0,8721,23863.5,3575.167,14927.67,0,1900.833,6053,842.6667,463.3333,0,6791,526.5,5937.167,1150.833,8397.667,3569.5,0
"C1170",1136,122,0,10187.17,24229.83,0,21836.17,3226.5,2188.4,3597.833,1566.833,2127,0,3401.4,1110.5,10975.33,1114.6,7117.2,4528.4,0
"C1202",107.4,51.2,51.8,3147.167,9957,392.8,9265.333,1018.667,0,544.1667,312.5,1882.5,326.8333,2013.667,324,5407.333,285.6667,3207.833,533.6,0
"C1206",2423.833,1101.5,8879.833,81797.5,184234.7,118321.2,252691.7,87839.34,49309.33,34710,13926.17,120875.7,9823.667,28388.33,13307.6,141469,19724,149702.5,35485.2,0
"C1210",0,0,752.8,5994.667,4522.667,2574,15024.67,2252.6,1273.167,2311.333,1531.333,4647.167,654.8333,4097,721.8333,14015.83,1785.5,55397.67,3094.667,0
"C1222",234.2,38.6,165.8333,2106.667,6423.5,804.6667,5619.5,981.1667,489.1667,854.1667,611.3333,390.6,75.6,2682.833,229.1667,2467.333,474.5,4831,861.1667,0
"C1226",1064,234.8333,1322.6,12622.17,26888.5,0,25047.83,542.3333,3392.2,4691.833,2238,3934.333,691.8333,23447.5,2121.333,17860.83,2448.6,16284,4998.167,0
"C1242",314.5,830.8333,1375,37920.83,65895.5,35216.33,70174.5,9314.2,22181.33,26668.67,10813,26310.8,0,15033,3105.167,27475,7665.2,57254,21888.17,0
"C1254",42146.67,8196.167,1277,14157.83,11828.33,6181.5,25193.33,6868.833,2528.5,5308.5,2925.667,7989.333,3760.833,10421,1133,19301,1853.5,16210.67,8084.167,0
"C1258",1188.167,150.4,1069,46139.6,83649.66,9878.6,142968,29194.5,21935,56631.67,22651.5,87898.66,1892.2,45968.6,29569.5,127063,17587.83,88389.34,39675,0
"C1262",0,0,290.6667,2947,5781.833,2442.833,11068.17,2582,1644.167,1888.5,684.6667,2353,753.1667,2581.667,536.6667,12365.33,521,5268.5,2049,0
"C1270",156.8,71,419,5393.833,2652.5,1441.333,16656.83,1862.667,1985.5,2529.5,1866.167,4260.667,971.5,3256.5,962.5,12967.83,2173,14493.83,3684.667,0
"C1294",200.3333,1156,1698.667,12322.33,27872.33,8933.833,32152.33,8337.167,3648.667,2042.833,0,12618.83,3580.6,15708.17,2083,26004.33,3696.2,20803.67,10645.83,0
"C1298",132.6,27.6,0,2340.333,14442.83,1147.167,7678,0,556,1310.333,278.6667,1671.333,810,3439.167,727.8333,7473.833,755.5,4959,1748.833,0
"C1302",130.4,14.6,0,1721.333,5162.5,1228,6774.167,0,547.5,953.5,469.3333,2089.667,126.6667,1240.667,304.1667,4988.5,422.8333,3963.5,1695.833,0
"C1314",317,687,982,14979,20564.33,4177.2,20116.17,4534.8,2705.333,3898,1921.167,2336.6,404.8333,2605,171.4,8397.8,891.8333,12372.17,4421.5,0
"C1338",2813.8,103.4,205.5,5798,8265.5,2650.333,9209.167,1613.5,1564.5,1690.5,982.5,2364.667,516,2720.833,500,7384,1344.333,6785.167,2907.5,0
"C1346",382.6667,95,306,5083.667,5503.667,1285.667,8828.5,856.1667,1464.167,1729.167,1446.5,1974.833,284.5,2928,504.1667,5912.667,1500.5,6524.833,1813,0
"C1374",281.1667,270.3333,383.2,4112.333,3412.333,5128.5,9662.667,2664.8,1241.667,2762.5,1065.833,3639.5,0,0,0,0,1563,7592.333,3183.5,0
"C1378",32.83333,8,0,3993.833,18826.33,3943.667,13030.33,0,2499,3579,1516.667,3809.333,737,5610.6,623.4,13813.4,994.3333,7650.167,3176.667,0
"C1382",886,2183.167,0,30020.5,46866.83,17367.5,61309.33,2231.2,11497.6,30795.83,5463.833,13283.5,2139.2,21951.17,3311.167,44005.17,3758.4,28337.2,14681,0
"C1390",36.66667,40.66667,311,2834.667,2800.167,2110.667,6982.667,1067.2,1419.333,2214,468.5,1770.167,0,291.8,0,0,502.5,4456.333,2323,0
"C1398",157.4,0,88.6,0,14506.83,370.4,7704.833,646,548,893.6,769.8,1008.667,180,988.4,113.3333,3533.833,309.8333,3646.5,1450.5,0
"C1402",39.66667,113.5,0,3377.833,9623.667,0,8875,908.1667,678.3333,1586.333,1247.833,2301.833,0,1642.6,161.2,3437.6,161.1667,3659.167,1869.667,0
"C1406",100,0,247.6,3301.667,7052.167,2303.5,9256.833,1600.2,5617.333,11601.67,743.3333,1431.667,418.1667,6053,1131.5,7480.333,716,8093.333,2772.667,0
"C1426",4085.833,161.8,0,17049.5,31093.2,2297,28379.67,3151.667,1546.5,1295.333,1053.167,8598.667,3094,10985.67,1505.333,21595.33,870.6667,6108.5,6190.667,0
"C1446",2279.667,726.1667,0,98453,235652.5,99460.16,250655.5,0,82541.84,149454.7,35167,199945.8,54314.5,128246.3,91049.34,296287.5,31615.5,169715.5,79390.34,0
"C1450",380,313.3333,261.6667,7031,22994.33,5270.833,17448,1499.833,11557.33,4584.5,2777.5,19830,1104.833,7362.333,1922.5,14040.67,2319,14254.83,4490.167,0
"C1454",65.83334,168.1667,60.6,1636.6,5518.6,0,7196.333,0,0,303.4,108.8,1055,1412.833,1740.8,35.8,1329.2,354.4,5067.6,224.2,0
"C1474",210.3333,50.83333,148.8333,4056.167,1695,1120.333,10404.17,819.1667,1878.667,2014.833,1016.5,3551,161.8333,2894.5,527.3333,8976.667,1221.667,6091.667,2931,0
"C1486",177.6667,9.166667,1770.833,4883,46968.33,15510.67,51321,8736.5,13104.33,35855.83,6062.5,31561,14953.33,25702.17,7796.667,49993,8374,22655.67,16272.17,0
"C1518",1085.2,24,289.3333,4212.167,9682.167,3580,14788,3803,1413,2519.333,1720.333,2059.5,107.6667,4897.333,473,22419.33,1187,10025.33,3131.5,0
"C1526",131.6,41.8,162.2,2397.667,3481.167,453.6,5649.167,973.4,341.6667,131.5,90.83334,365.2,685.5,783,102.5,675,814,5780.5,1044.2,0
"C1538",0,0,2634.167,19507.33,71761.16,21666.5,62345,14889,9794.333,25349.17,6856.667,22655,7967,29582,11034.5,66528.5,6377.333,39822.83,18931.33,0
"C1550",0,0,132,3373.167,15241,2186.167,7309,1150,484.5,1757,572,1379.333,2710.333,3849.833,1049.167,6216,627,4627.667,1577.667,0
"C1554",189.8,0,56.6,5725.167,9478.5,1519,14901.67,2519,0,3190,252.4,4968.6,97.2,2454.667,807.5,1973.833,1360.6,6397.8,3443.6,0
"C1594",255,443,0,8647.667,36904.5,4173.167,22842,1719.6,2255,5765,1619.167,0,0,9133.667,0,0,2036,14188.33,6867.667,0
"C1598",1977.833,193.3333,749.3333,23117.67,6350.333,5410,31174.67,2474.833,4409,5613.5,5121.667,8265.5,1148.333,13216.17,1326.167,16819.5,4892,17882.67,6166.667,0
"C1618",0,0,0,0,3449.5,553.5,3625.667,0,303.5,1208.5,471,963.5,58.66667,1307.5,49.83333,2115.667,1346,2386.833,859,0
"C1622",111.5,2515,0,2192.833,1591.167,2248.333,4649.667,0,571,972.8333,770.8333,1196.667,43,1659.167,95.83334,4188.5,387.1667,2831.667,1275.833,0
"C1630",203.8333,132.6,659.6,7264,20752.5,5294,15679.5,2452.4,6534.5,6889.333,2337.667,2575,338.5,4508.6,1604.333,10563.5,1428,8812,4159.333,0
"C1658",162.8333,12.83333,171.4,4167.833,11261.5,2842.4,11381.5,2444.667,0,3045,1398,3412,1057.6,2706.5,237.4,4498.2,988.8333,9642.667,1892.2,0
"C1662",65.8,2976.167,1194.4,3187.8,4027.167,4963.167,16657.67,4459.6,659.1667,2548,735.8,4456.833,104.6,3540.333,338.8333,5845.167,954.2,6902.167,4762.167,0
"C1670",229,17,480,17664.83,21200.67,2117.833,33328.67,8851.667,3825,6302.167,4289.333,5946,208.3333,17093.17,2274.667,22157.67,3442.667,28135.33,7073.833,0
"C1674",1828.5,398.1667,3574.833,49750.67,95663.34,47849,83706.34,25671.5,20258.5,48920.17,12106.33,6150.167,4928.333,55601.67,5189.333,41229,6982.8,35277.8,17541.33,0
"C1682",675.3333,56.66667,107.3333,5866.167,3671.667,462.6667,10288.33,939,1419.2,1629,1219.667,2761.8,500.6667,0,1148.333,6109.667,422.1667,2654.5,3683.833,0
"C1686",95,171,322.3333,5709,38670,7222.333,29119.5,16282.17,1409.833,13789.33,2701.167,5365.167,3001.4,10022.8,1738.5,12440,817.6667,5645.833,4199.833,0
"C1694",167.5,74,114.8333,2470.5,1561.167,702.3333,5446.167,1341.167,1024.667,1445.833,448,1293,241,1628.167,104.8333,2668.167,301.1667,3888,1427.167,0
"C1698",4617.667,1977.5,2973,204890,546452.8,45029.8,459959.3,141291.2,0,244454,69473.6,147508.8,22398,249619,37953.8,177901.2,27342.4,124610.8,30355.4,0
"C1702",2150.6,21.6,370.3333,3207,4242.167,1746,10028,1551.667,1328.667,2342.833,1707,2234.333,475.5,3395.5,279,11194.17,1194.833,6004,4467.167,0
"C1714",111.2,710.3333,3481.5,8244,0,44759,111853.3,31452.33,14214.67,31699,2970.2,33399.33,24215.6,31117.5,10380.33,94169.84,0,68115.34,10952.5,0
"C1730",134.5,91.2,44.6,2672.4,14388.83,595.5,10346.67,1033,208.1667,1735.5,663.1667,960,169.2,3261.5,0,0,81.33334,980,284.5,0
"C1742",25,13.8,7.666667,672.8333,11488,1916,4302.167,154.8333,194.8,988.4,325.2,763.8333,264.6667,2244.667,0,0,452.6667,2504.833,864.8,0
"C1746",1370.667,343.5,2200.833,42806.33,165052,53011,115624.8,18169.5,21296.17,60143.83,16787.67,43063,14283.4,61750.33,21675.83,134195.7,14824.5,77075,34004.33,0
"C1766",485,86.16666,252.3333,3870.167,4231,1140.5,6815.667,582.3333,1007.167,1446.333,687,1533.667,244.8333,3355.5,171.1667,4375.833,1279.833,4972.333,1083.333,0
"C1778",566.8,878.4,29.16667,4346.5,6091.667,1188.167,9304.167,281.5,1069.833,2062,1309.2,1129.6,37,0,0,0,600.6667,6561.833,2069.667,0
"C1782",65.8,0,605.1667,15717.67,0,6149.167,28591.67,3513.333,11506.67,12067,4326,18148.33,956.6667,16415.83,3284.833,19526,4981.167,24326.5,9891,0
"C1786",0,0,135.5,3902.833,5477.667,2585,9873.667,1183.333,1380.8,1228,465.4,631,2280.333,527.4,0,0,146.8,1345,2112.333,0
"C1790",977.3333,172.8333,1748.167,17860.17,33604,7721.5,37487.67,4681.167,4176.5,12553,2841.4,3994.167,453.6,16416.17,2451.333,24088.83,2404.667,20900.67,9192.4,0
"C1798",216.6,38.6,300.1667,2662.667,11088.83,1962.333,13788.83,1090.333,4441.167,870.5,917.6667,2783,1203.333,3550.6,116,9862.833,219.4,5205,702.8,0
"C1802",80.4,34.4,130.6667,1674.5,15037.5,962.5,3945.5,1427.667,459.6667,1184.333,319.3333,1174.833,392.8333,1841.667,108.6667,3010.5,190,2304,873.8333,0
"C1814",1588.667,503.5,2059.5,40152.17,88037.5,23835.67,113554.7,28046.33,16144.2,56844.17,14976.33,42519,13456.8,61778.8,3338,26503.33,11206.83,72632.34,28292.4,0
"C1858",1043.333,2702.333,536.6,14007,11820.5,3037,19221.5,4444.667,3046.5,4488.333,2979,2913.667,67,10109.67,303,14031.8,1792.833,16647.33,5689.833,0
"C1870",0,0,0,1001.167,6021.833,174.3333,3113.333,261.6,907.6667,584.3333,485.6667,1603.833,139.6667,1041,271.1667,4303.333,435.5,2703.667,1198.333,0
"C1906",10,36.8,144,1614.833,4882.167,660.6667,5221,750.8,679.3333,740.5,362.3333,0,0,1391,0,0,212.8,2651,1310.667,0
"C1910",442.6667,8675.333,0,148013.2,126708.8,164841,310460.7,0,0,32471,11823.6,130666.5,13312,164617.5,0,0,0,0,75679.34,0
"C1914",49.5,38.5,0,1305.333,31377,0,6613.833,2265.6,0,1103.5,528,0,0,2805,53.4,3332.6,0,0,493.4,0
"C1918",0,0,118,833,6116.333,2185,3859.167,1071.8,542.8333,1488.333,201.6667,493,0,281.4,206,2892.333,209.6667,2394,1190,0
"C1926",0,0,0,474,12440.83,1074.333,5864.667,0,310.5,1056.333,370.5,578.1667,359.6667,1682.833,851.3333,5057.667,260,3082.167,933.3333,0
"C1934",121.3333,21.16667,1503.5,8434.667,25721.17,9445.667,23286.17,4564,3252.167,5630,1325,3252.333,2366.8,10898.8,602.6,3627.4,3628.2,14835.6,6214.667,0
"C1938",591.5,174.5,719.8,15093.83,67042.34,11300.6,46694.67,9726.833,11225.8,13071.67,4605.667,8305.8,2695.8,24793.83,2927.2,19756.8,3716,32428,12354,0
"C1946",67.83334,25,105.1667,3787.833,14390.5,689.8,6618.333,647.2,477,1738.2,521,1068.167,255.6667,3282,0,0,0,0,1210.8,0
"C1950",31.8,5.4,391.6,3159,11497,641,6467.5,2419.333,854.8333,1632.5,673.5,981,969.8,1936.167,787.6667,6275.5,463.1667,4223.833,2043.333,0
"C1966",0,0,438,10139,9909.333,4288.167,23979.83,1825.833,2892.333,3860,2591.5,5919.5,666.8333,8143,3958,21441.67,3178.833,16464.33,5676,0
"C1974",849.6,3727,1856,52965.6,50419.5,25641.8,122244.2,37001.5,0,45938.17,15695.2,58175.67,11111,68259.66,3179.8,63837.17,12814.17,64964.83,29813,0
"C1978",817.6667,211.1667,930,15484.67,20351.33,17403.17,36745,7627,8093.167,41128.8,4381.4,11450.8,0,2659,2741.333,19405.17,5113.2,20635.8,8089.5,0
"C1982",2006,1108.8,4076.6,85752.34,327928.3,51519.8,222073,47283.5,30197,80362,29912.5,110493.3,29504.33,146370.2,20801.83,222101.7,33747.5,143234.7,50272,0
"C2002",0,0,724.1667,3122,8422.667,1752.5,8784.333,1387,160.1667,1403,770.6667,0,123,0,0,0,267.5,3091,221.8333,0
"C2010",0,0,132.6667,2968,4016.833,1130,7749.167,1622.167,806.6667,1749.5,449,0,0,2137.333,477,5352.5,1158.167,2200.667,1595.333,0
"C2022",25.2,1.4,272.2,2158.833,9484,2407.333,7255.333,1249.833,1727.833,1929,453,1670.5,328,1543.5,2168.667,6798.667,1410,3812.333,1496.167,0
"C2026",60.5,766.6667,703.2,5535,9011.167,3068.8,16152.83,3252.667,2679.333,4196,1126.667,3149.5,342.6,1338,368,6785.833,1529.833,11973,4110.333,0
"C2050",670,62.5,722.8333,8817.833,45236.5,6228.5,22797.5,2117,4800,6940.5,2618.167,9568.833,1579.667,11081,9190.667,32817.5,2271.2,16966.4,6298.167,0
"C2074",219.3333,0,37,3148.667,11256.33,961.2,11835.67,2173.4,1211.667,2659.667,609,2221.333,1391.667,3010.333,684.6,10480,745.5,6500.667,2395.333,0
"C2094",2024,5.8,286.6,1762.167,2182,1680.5,6474.833,1224.667,401.5,825.5,565.1667,716,357.6667,941,280.8,2157.4,130.8333,2702.333,2557.167,0
"C2106",28.8,22,0,1867.167,7143.833,174,5794.667,615.4,323.2,1480.6,418.6,1241.167,137.5,1738.167,0,0,200.8333,3497.833,501.4,0
"C2114",73.4,18.6,150.2,4424.667,59944.33,5635.667,9629.333,1797.8,895.8333,1955.667,998.5,1925.333,829.1667,4403,671.1667,8313.5,567.6667,6325.667,2570.833,0
"C2130",16.8,0,0,1662.833,6894,1465.333,5719.5,0,668.1667,1093.333,440.6667,856.1667,80.83334,1232.333,958.1667,5935.5,365.8333,2878.167,1067.5,0
"C2134",1051,240.5,1250.667,12219,29418.17,9923.333,32419.17,10456.67,5699.5,6855,3729.167,6233.667,757.3333,17162.33,1273,25215.67,1935.167,21750.67,6792,0
"C2150",409.1667,121,455.6667,4590.667,27796.5,3439.833,16306.33,1953,2585.167,4942.167,1535.333,3028.5,730.8333,6491.167,3346.667,17925.17,1834.333,10143.67,5109.833,0
"C2166",2031.5,169.8333,147.6667,6688.667,19705.5,5366.167,18302.67,2580.833,3556.833,3999,2551.833,5729.333,1696,7460.667,1133.333,17009.83,1672.167,11708.67,5381.333,0
"C2178",352,1830.333,1750.167,10791.67,35443.17,5592.333,19741.5,6434.833,2946.8,4711.167,2116.667,3423.333,637.6,1409.8,1303.167,10324.83,420.5,2150.333,5554.6,0
"C2182",12.2,374.6,212.5,2357.833,538.5,560.8333,4137.833,2305,397.8333,729.6667,459.3333,1031.667,9.6,201.4,179.8333,3541,477,3465.5,1471.667,0
"C2194",15.2,0,0,595,406,63.83333,2951.167,150.5,488.3333,139,125,0,0,218.8333,106.4,297,0,602.8,144.3333,0
"C2202",93.8,7.8,125.1667,6042.833,8507.833,6949.167,14011,2106.667,3224.667,5885,1573.833,3885.333,737.8,1858,0,0,1248.5,9569.667,3821,0
"C2214",237.1667,4482.833,1272.5,3792.167,1299,1409.167,5911.5,1318.5,378.5,786.8333,505.8333,1063.333,235,1205,312.6667,4215.167,405.8333,4370.667,1417.667,0
"C2218",0,0,121.4,5490.833,12980.17,2793.333,15592.67,1652.2,959.4,2640.167,1534.2,2201,254.8,6882,376.8,4277.6,370.8,4655.4,3437.833,0
"C2222",268.3333,17.5,561.1667,8327,34551.5,3808.5,18603.33,14457.17,2363.333,3894.8,1658,4115.2,12097,4003.4,0,0,223.1667,1849.833,3425.333,0
"C2238",92,118.5,151.1667,2889.167,2877.333,620.1667,6874.333,1507.667,483.6667,779.6667,759.8333,1165.667,105.3333,1694.667,326.8333,6058.167,1424.833,9909.833,1318.333,0
"C2242",240.4,11.4,0,6993.833,25727.17,5933,21378.5,0,2286.5,4354.667,1589,8236.333,675.8333,9210.833,2525.167,20151.33,1732.5,13204,4964.333,0
"C2250",103,.8,0,4377.167,16029.17,2977.833,10820.17,0,1178.667,5076.5,582.3333,2209,421.8333,3259.333,0,0,821.1667,6278.167,2276.833,0
"C2252",114.1667,65.33334,13.4,2811.667,8572.167,2346,7474,392.4,691.6667,1506.667,496.6667,0,0,2189.333,319.8333,3838,356.6667,4470.167,1565.167,0
"C2254",384.5,200.8333,0,2579.667,12312.5,1617.5,5608.833,0,1045.167,1334.5,255.1667,938.8333,165.3333,1337.167,630.1667,5020.333,439,3856.167,1524.167,0
"C2266",761.5,329.6667,221.8333,9779.667,15533,2915.5,15905,2280.833,2554,3046.667,2018.5,6984.333,259.8333,7270.167,959.1667,11388.83,1638.333,13199.5,3040.167,0
"C2290",329.6667,657.1667,758.5,4780,29314.83,3230.667,13072.67,5340.833,1039.6,2882,1089.6,1740.333,1550.333,5656,103,5437.2,0,0,1287.2,0
"C2302",13,3,164.1667,4275.667,3619.167,1380.333,11771.67,1026.667,2103,2525,2919.333,4530.833,361.1667,8856.5,294.6667,6594.167,954.1667,9392,2510.833,0
"C2306",181.8333,73.66666,309.8,11062.17,38914,7941.667,23177.67,3466.4,3936,10526.33,2015,3746.2,597,0,2010,21623.6,2035.8,16541.8,6200.333,0
"C2342",48326.33,222.6667,1426.167,17884.5,27153.33,12144.33,33412,7760.333,4704.333,9529.333,4539.167,8975.5,4024.167,13059.5,2553.333,30677.5,3053.667,21767.17,16138.67,0
"C2346",0,0,217.8333,1499.333,6470.333,1145.833,4579.833,1058.667,410.5,992.5,376.6667,682.3333,77.5,2810,157.8333,6022.167,363.8333,3559.833,738.5,0
"C2354",0,0,57.6,5097,4468.5,2256,13333,256.6,2017.8,4225.2,1865.2,4230.667,65.16666,2966.5,0,0,0,0,3404.2,0
"C2358",95.4,14.2,166.3333,3489,17758.5,3255,6910.333,1713,594,2457.333,518,1381.667,337.1667,3029.667,1155.333,7230.667,458.5,4315.833,1208.833,0
"C2402",0,0,0,1898,7068.667,1021.5,7240.833,0,1163.833,1667,426.5,387.3333,0,1158.2,380.8333,6834.833,1387.833,5492,1590.167,0
"C2414",605.6,0,247.6667,2525.5,6571.5,1874.833,5944.833,875.1667,320.6667,1189.333,349.8333,684.1667,252.3333,1575.167,434.1667,4279,255.8333,3170,1247.833,0
